OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice,MSZoning,Utilities,BldgType,Heating,KitchenQual,SaleCondition,LandSlope
8,1690,2,416,1135,1053,2,10,1955,1958,324789,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,952,3,539,805,689,2,5,1902,1927,191107,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1227,2,453,893,667,2,6,1962,1989,264129,RL,AllPub,TwnhsE,GasA,TA,Normal,Mod
5,1485,1,116,1298,990,1,8,1918,1943,213511,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1644,2,435,929,1002,2,9,1922,1927,310106,C (all),AllPub,Duplex,GasA,Gd,Normal,Gtl
8,1797,2,413,1083,1254,3,10,1928,1928,345836,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1518,2,385,1337,1189,2,8,1929,1948,299938,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1113,2,419,669,821,2,5,1938,1960,218295,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1814,2,420,1169,1136,2,10,2007,2034,358585,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
6,1634,2,334,1012,1212,2,9,1924,1939,270396,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1325,2,470,1099,855,2,8,2000,2014,329737,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1700,2,403,1001,929,2,9,1907,1923,300006,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
6,1262,1,315,886,753,1,6,2005,2012,282166,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
7,1771,2,439,1199,1138,3,9,1957,1984,307467,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1642,3,602,1304,1067,2,9,1915,1940,267809,RL,AllPub,Twnhs,GasA,TA,Normal,Mod
8,1765,1,165,1150,946,3,9,1971,1982,312807,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1616,2,394,1193,860,2,9,1900,1926,278760,RL,AllPub,1Fam,GasA,Ex,Normal,Mod
5,1188,1,207,655,678,3,6,2007,2028,224813,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1680,2,473,1517,1061,1,9,1904,1924,342789,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1839,2,461,1251,1169,2,10,1902,1911,281197,RM,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1476,1,222,1034,899,3,7,1964,1990,297601,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2263,3,688,1832,1274,1,12,1903,1917,358092,C (all),AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1478,1,99,946,1060,1,8,2003,2032,304850,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
4,1305,2,423,1163,675,2,7,1998,2006,240720,FV,AllPub,Duplex,GasA,Gd,Partial,Gtl
9,1722,2,462,1143,1163,2,9,1995,1996,371222,RL,AllPub,1Fam,GasA,Po,Normal,Gtl
7,1754,2,427,1328,1126,1,9,1963,1967,327227,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
6,1434,1,133,917,988,3,8,2005,2010,277176,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
5,1287,1,269,697,727,2,7,1997,2003,240520,RM,AllPub,TwnhsE,GasA,TA,Partial,Gtl
8,1922,2,438,1407,1138,2,11,2006,2026,382658,RL,AllPub,1Fam,GasA,TA,Normal,Sev
7,1556,2,417,1185,939,2,8,1988,2012,300117,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1364,1,204,757,770,2,7,1909,1909,238280,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
9,2102,1,299,1425,1283,1,10,1920,1942,352707,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1570,1,222,1279,1099,1,8,1945,1970,323775,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1453,2,387,1107,742,2,7,2002,2008,261788,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1694,2,359,1126,950,2,9,1990,2009,332005,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1274,1,237,802,687,2,7,1926,1950,193220,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
8,2036,2,449,1717,1212,2,11,1965,1994,388254,RM,AllPub,TwnhsE,Wall,TA,Partial,Gtl
3,1146,1,202,585,674,2,6,1940,1951,186453,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1510,3,572,1048,983,2,8,1912,1927,260108,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,2080,3,666,1236,1251,1,11,1908,1923,313036,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1721,2,355,1401,1062,1,9,1935,1945,355577,FV,AllPub,Duplex,GasA,Gd,Normal,Gtl
6,1424,3,698,995,894,3,8,1985,2005,286178,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1758,2,363,1257,1079,1,9,2005,2008,344015,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1321,2,336,1340,862,1,7,1989,2001,273735,RL,AllPub,1Fam,Grav,Gd,Partial,Gtl
9,2173,2,342,1432,1291,2,12,1957,1963,365611,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1410,2,344,1249,1010,2,8,1953,1956,221175,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
6,1544,1,188,1022,1180,3,8,1911,1925,237454,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1743,2,376,1185,1116,1,9,1980,1998,302288,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,984,2,451,1084,613,1,6,1977,1985,236590,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
5,1087,1,244,736,714,2,5,1913,1923,180766,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
8,2153,1,188,1300,1181,2,11,1933,1940,351838,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
8,1432,2,555,1044,877,2,8,1952,1952,322918,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1493,1,188,1019,822,2,7,1919,1941,270935,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2028,2,394,1474,1267,3,11,1974,1998,367805,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
7,1691,3,536,1163,941,3,8,1915,1938,298673,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1685,2,395,1511,976,1,9,1994,2001,303813,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1608,2,414,1209,777,2,9,1969,1981,281937,C (all),AllPub,1Fam,Grav,Gd,Normal,Gtl
5,1643,2,340,988,868,2,9,1955,1976,281688,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
9,2009,2,375,1424,1240,3,10,1982,2008,397048,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
7,1782,1,216,1127,982,3,9,2000,2003,330551,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1355,3,573,911,919,1,7,1957,1964,281020,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
7,1767,1,163,1100,964,2,9,1903,1905,276603,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2020,1,239,1730,1257,2,11,1903,1931,368074,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1259,2,335,777,679,1,6,1919,1927,225497,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
7,1828,1,145,1382,1135,1,10,1909,1937,258705,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1830,2,408,1232,944,2,8,1923,1924,315532,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1987,0,42,1217,1146,2,11,1998,1999,345075,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
2,1224,1,215,886,649,1,6,1925,1952,139949,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2133,1,188,1553,1368,2,11,1936,1948,383701,RM,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1605,1,184,1207,1009,1,8,2001,2015,325680,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,2015,2,450,1017,1085,2,10,1984,2011,344534,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
8,1983,2,442,1202,1169,2,11,1953,1975,346118,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
9,1796,2,402,1400,1000,1,10,2003,2014,378617,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
8,1945,3,586,1222,1262,2,11,2002,2027,376430,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1142,1,201,829,812,1,6,1920,1923,211840,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1773,2,363,1052,919,2,8,1973,1998,292836,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
7,1386,1,192,1079,914,1,8,1937,1944,286254,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1338,2,375,1076,720,2,7,1945,1953,254145,RL,AllPub,1Fam,GasA,Fa,Partial,Gtl
8,1941,2,394,1468,1139,1,10,1903,1925,338551,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
9,2164,2,377,1669,1301,2,11,1959,1963,398372,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2015,2,426,1645,1390,2,10,1956,1979,371333,RL,AllPub,1Fam,Wall,TA,Normal,Gtl
7,1592,2,440,938,854,1,9,1944,1963,291090,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
4,777,2,381,425,549,2,3,1919,1936,160311,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
10,2058,3,559,1575,1117,1,11,1916,1926,411073,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2056,1,235,1608,1109,2,11,1970,1984,361413,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1136,2,409,694,684,1,6,1903,1930,172968,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1945,2,381,1249,1169,2,11,1992,2013,359947,RL,AllPub,Duplex,GasA,Ex,Normal,Gtl
9,1912,2,468,1240,863,2,11,1913,1921,343878,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
7,1585,1,171,868,1066,3,8,1902,1918,252107,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1665,2,300,974,785,2,9,1987,2013,311347,RM,AllPub,1Fam,GasA,TA,Normal,Mod
6,1445,2,364,824,852,2,7,2000,2025,311450,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1338,2,480,892,935,2,6,1979,1990,201269,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1058,1,184,781,855,3,6,1957,1963,233207,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1690,3,574,1248,977,2,10,1954,1963,330480,RM,AllPub,Twnhs,GasA,Ex,Normal,Gtl
1,575,2,401,326,300,1,3,1903,1927,72582,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1543,2,450,1007,1054,2,9,1923,1948,301796,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1515,2,395,1079,995,2,7,1933,1957,238955,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1974,3,629,1157,1135,2,11,1929,1938,329741,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2340,1,190,1781,1342,2,12,1981,2007,440930,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1345,1,229,1134,735,1,8,1918,1930,256566,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1500,2,409,956,865,2,8,1930,1948,260824,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1839,2,380,1227,1135,1,9,1959,1969,322788,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1490,0,12,1229,837,1,7,1959,1971,303051,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1475,3,572,1014,841,1,8,1918,1938,255840,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1602,2,331,1209,1025,2,9,1948,1955,277354,RL,AllPub,1Fam,GasA,TA,Alloca,Gtl
5,1136,2,399,781,533,1,5,1962,1969,225975,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
5,1294,1,135,1139,738,1,6,2009,2012,244828,RM,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
7,1450,1,229,1088,702,2,8,1982,1996,254867,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
6,1707,2,398,1277,1035,1,9,1921,1948,256019,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2330,3,671,1715,1204,1,12,1923,1933,391181,FV,AllPub,1Fam,GasA,TA,Abnorml,Gtl
6,1548,2,383,1000,1017,1,8,2008,2018,311584,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1672,3,598,1100,871,2,9,1975,1975,318968,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1680,2,326,1291,830,2,10,1929,1945,317731,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
2,1136,2,344,814,645,1,6,1957,1971,184381,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2032,2,316,1245,1390,3,10,2001,2020,371440,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1326,2,453,1209,866,2,7,1930,1935,230950,RL,AllPub,1Fam,GasA,Po,Family,Gtl
10,2150,2,377,1651,1097,2,12,1999,2022,433261,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1480,1,266,1041,753,2,8,1963,1984,248852,RM,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1272,2,265,849,723,2,8,1918,1945,216914,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1442,1,277,1039,1089,2,8,1947,1971,214369,C (all),AllPub,1Fam,GasA,Fa,Normal,Gtl
10,2446,2,396,1789,1373,1,12,1944,1958,430523,RL,AllPub,1Fam,GasW,Gd,Normal,Gtl
7,1883,2,416,1013,1036,1,9,1999,2007,358461,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1400,1,146,1296,992,3,8,1993,2006,318822,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,655,2,426,340,412,1,4,1954,1971,154114,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1941,2,381,1358,1269,2,10,1954,1979,368480,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1197,2,340,843,645,3,6,1996,2012,259039,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2007,1,139,1704,1194,2,11,1917,1934,349671,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1657,2,338,1146,1125,2,9,1962,1966,291520,C (all),AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1218,1,219,1090,716,2,6,1991,2010,259183,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
3,974,1,168,742,696,1,4,1946,1965,183810,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1705,0,0,1049,1061,2,9,1974,1982,282465,RM,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1390,1,218,993,730,2,8,1956,1966,266355,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,898,2,291,610,537,2,4,1944,1967,151818,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
8,1804,3,666,1100,1180,3,9,1932,1953,332966,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
7,1589,2,499,1165,1020,3,9,1916,1916,310005,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1771,2,334,1243,1058,3,9,1969,1986,304535,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
7,2203,1,252,1625,1132,2,12,1903,1908,327760,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1519,2,417,1092,731,2,8,1919,1945,240441,FV,AllPub,Twnhs,GasA,TA,Normal,Gtl
7,1481,1,174,939,730,2,7,1946,1947,310402,RL,AllPub,1Fam,Wall,Gd,Normal,Gtl
5,1633,2,377,1258,928,2,9,1990,2004,260190,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1032,3,632,628,581,3,5,1914,1942,216584,RL,AllPub,1Fam,GasA,TA,Normal,Sev
9,1672,1,198,705,855,1,9,1969,1994,350125,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
10,1980,2,270,1405,1290,3,11,1946,1966,395200,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
6,1443,0,103,926,739,2,9,1977,1990,250441,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
6,1376,2,421,1020,688,3,8,1974,1978,260114,RL,AllPub,TwnhsE,GasA,Gd,Normal,Sev
7,1643,1,197,1449,994,3,9,2002,2007,345646,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
6,1554,2,364,1391,1029,1,8,1908,1913,276786,RM,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
2,1113,1,190,754,873,1,7,1989,2018,189881,RL,AllPub,1Fam,GasA,TA,Normal,Mod
5,1368,2,463,833,879,1,8,1915,1936,239579,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1687,2,413,1268,1170,1,8,1968,1997,313538,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2002,2,418,1345,1079,2,11,1960,1977,329530,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,736,2,337,573,657,2,4,1909,1922,106050,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1023,3,582,616,427,3,6,1949,1958,215005,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1591,2,402,1151,904,2,8,1902,1915,226686,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
8,2028,1,234,1297,1272,1,11,1976,1988,357782,RM,NoSeWa,1Fam,GasA,TA,Normal,Gtl
2,741,1,179,696,300,1,3,2006,2035,176108,RL,AllPub,TwnhsE,GasA,Gd,Abnorml,Gtl
4,1120,3,646,695,579,1,6,1993,1995,227190,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1616,2,342,1230,861,2,9,2008,2037,339330,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1415,2,403,800,817,2,7,1969,1974,263593,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
8,2146,1,195,1619,1429,1,11,1980,2008,364910,RL,AllPub,Duplex,OthW,TA,Normal,Gtl
5,1490,2,324,898,895,2,7,2008,2015,278969,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1407,1,197,1024,797,1,8,1950,1961,212912,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1513,3,570,1212,619,2,7,1918,1930,253119,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1799,3,670,1229,1126,2,10,1941,1951,321811,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
9,2166,1,179,1361,1378,2,12,1934,1945,373074,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2099,2,417,1543,1089,2,11,1945,1945,374808,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1787,1,138,1124,1065,3,9,1925,1941,258735,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
8,1708,2,411,1134,1044,1,8,1968,1983,343123,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1002,3,579,741,697,2,5,1992,2002,233460,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
6,1709,2,361,1400,952,2,9,1963,1975,287223,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2019,2,541,1417,1123,2,11,1936,1953,345460,RL,AllPub,1Fam,GasW,TA,Normal,Sev
2,840,1,182,591,458,3,4,1983,1993,126166,C (all),AllPub,1Fam,GasA,TA,Abnorml,Gtl
4,1151,2,389,916,819,2,5,1948,1975,215394,RM,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1860,2,445,1309,1220,2,9,1920,1931,281264,FV,AllPub,1Fam,GasA,TA,Normal,Sev
2,771,2,361,635,460,1,5,1973,1978,144701,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1179,1,220,987,809,2,6,1963,1971,218002,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1667,2,425,1117,763,1,9,1904,1919,253175,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1736,3,612,723,1120,1,10,1999,2002,279519,RM,AllPub,1Fam,GasA,Gd,Partial,Gtl
9,2405,2,514,1560,1331,2,12,1969,1971,416900,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1931,2,359,1533,1335,2,10,1989,2016,337409,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
6,1245,2,476,866,640,1,7,1903,1918,212360,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1894,2,423,1274,1051,2,11,2002,2025,330371,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
6,1496,2,445,1222,953,2,7,1938,1964,270545,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1482,1,217,1022,955,1,8,1934,1959,279230,RL,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
6,1284,2,493,584,725,2,6,1900,1929,224823,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1817,2,383,1046,1127,2,9,1923,1947,292086,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1547,2,424,1145,977,2,8,1956,1967,262652,RM,AllPub,1Fam,GasW,TA,Normal,Gtl
7,1719,3,665,1193,1070,2,8,1999,2009,330987,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1907,2,372,1553,1103,2,10,1969,1973,331644,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
6,1339,1,250,827,853,2,9,1940,1964,216524,RL,AllPub,1Fam,GasW,Gd,Normal,Gtl
10,2373,3,599,1614,1564,3,12,1953,1970,413364,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1696,2,338,1054,895,2,9,1945,1963,315756,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
5,1782,2,327,1169,985,1,10,1959,1981,265465,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,2069,2,395,1164,1244,2,11,2007,2029,391781,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1465,2,449,967,773,3,7,1959,1964,302770,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,1544,1,96,1073,746,1,8,1956,1977,341972,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
8,1961,2,410,1352,1285,3,10,1930,1947,358370,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1425,2,444,1319,632,3,7,1983,2008,266761,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
2,868,2,336,882,480,1,4,1923,1928,130908,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1653,2,368,1044,1067,3,9,1988,1991,318473,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1852,1,228,989,1137,2,11,1935,1946,270213,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
7,1894,1,242,1310,1097,2,9,1984,2002,312196,RL,AllPub,TwnhsE,GasA,Gd,Alloca,Gtl
6,1265,2,480,941,649,2,6,1929,1957,235983,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1635,2,370,1015,1015,2,9,1923,1949,276564,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,1834,3,559,1162,1001,2,10,2007,2035,376162,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1648,2,482,1390,1015,2,9,2005,2006,411437,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1414,2,362,951,862,1,8,1929,1945,273941,RL,AllPub,2fmCon,GasA,Ex,Normal,Gtl
5,1393,2,425,1074,850,2,7,1985,1995,246363,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1304,1,309,773,718,1,7,1991,2001,309197,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,882,3,637,608,732,2,5,1906,1926,134999,RL,AllPub,1Fam,GasA,TA,Family,Gtl
9,2017,2,439,1361,1246,2,11,1934,1949,366883,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1163,1,263,712,669,2,5,1954,1955,207037,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1551,2,426,1258,957,2,8,1991,1992,326574,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1249,3,639,665,671,1,7,1913,1935,271021,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1654,3,582,1202,953,1,8,1909,1916,318569,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1387,0,57,917,1071,1,8,1979,1991,287086,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1662,3,620,1225,920,2,9,1915,1924,346000,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1164,1,126,763,690,3,6,1953,1960,209098,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,852,0,12,726,465,1,5,1994,2023,157473,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1307,2,291,773,680,3,6,2005,2008,240607,FV,AllPub,1Fam,GasW,Gd,Partial,Gtl
9,2141,3,635,1672,1326,2,11,1988,2002,425449,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2266,2,388,1581,1363,2,12,1976,2005,396969,RM,AllPub,1Fam,GasA,Gd,Alloca,Gtl
7,1426,2,495,798,946,2,7,1969,1969,274777,RM,AllPub,1Fam,GasA,TA,Alloca,Gtl
7,2048,2,424,1535,1309,2,10,1943,1953,348907,RH,AllPub,1Fam,GasA,Gd,Partial,Gtl
8,1644,2,446,1120,1076,1,8,1972,1978,354583,RL,AllPub,Twnhs,GasA,Gd,Alloca,Gtl
5,1384,3,547,712,738,2,8,1944,1960,265331,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
9,2052,2,434,1486,1295,2,11,1999,2025,375495,RL,AllPub,Duplex,GasA,TA,Partial,Gtl
6,1988,3,567,1542,1259,2,10,1955,1974,345223,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1391,3,654,1166,732,2,8,2006,2029,299272,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1290,1,144,846,742,1,6,1983,2000,314592,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,1348,2,405,965,663,2,6,1981,2002,226054,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1183,2,342,835,776,2,6,2006,2034,260449,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1727,2,406,1432,1102,2,10,1956,1977,336387,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
4,976,2,501,561,728,2,5,1920,1931,175575,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1578,1,236,1034,923,2,7,1967,1975,286667,RL,AllPub,1Fam,Grav,Gd,Normal,Gtl
5,1181,2,398,701,753,3,6,1949,1953,209359,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1635,3,476,927,1079,2,8,1932,1941,271200,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1516,1,173,1098,834,2,8,1990,1993,303783,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1363,2,423,1194,727,2,7,1906,1910,223710,RM,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
8,1999,3,574,1369,1127,1,10,1969,1996,385929,C (all),AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1550,2,471,952,895,1,7,1914,1941,257190,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1280,2,403,924,680,1,7,1981,1990,303502,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
7,1833,2,453,1371,1031,2,9,1931,1941,321397,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
