Year,Mileage_km,Engine_CC,Horsepower,Num_Owners,Doors,Seats,Service_History,Accidents_Reported,Insurance_Valid,Brand,Fuel_Type,Transmission,Body_Type,Condition,Price_USD
2022,46358.0,2000,160,2,2,6,0,0,1,Honda,Diesel,Automatic,Hatchback,Good,11360.71
2015,115427.0,1200,112,2,4,5,0,0,0,Nissan,Diesel,Manual,Hatchback,Fair,4711.48
2020,87151.0,3500,302,2,5,5,1,0,1,Nissan,Petrol,Manual,Truck,Poor,1991.07
2008,180614.0,1000,70,2,4,5,1,1,1,Toyota,Petrol,Automatic,SUV,Like New,2411.01
2023,22805.0,1200,85,4,4,4,0,2,1,Kia,Diesel,Manual,Truck,Like New,10501.58
2010,172664.0,1500,131,2,5,4,0,0,1,Ford,Electric,Manual,SUV,Fair,2557.77
2012,170409.0,1800,141,1,4,8,1,0,0,Hyundai,Petrol,Manual,SUV,Like New,5216.16
2022,41303.0,1500,109,3,4,5,1,2,1,Volkswagen,Petrol,Manual,Van,Like New,11121.43
2023,0.0,2000,192,2,2,5,1,0,1,Ford,Petrol,Manual,Hatchback,Like New,15137.11
2022,54592.0,1600,118,3,4,4,1,0,1,Audi,Diesel,Automatic,Hatchback,Like New,17210.9
2020,67282.0,1000,60,4,4,5,1,0,1,Mercedes,Petrol,Automatic,Van,Fair,5901.08
2011,152468.0,2500,196,1,4,5,1,2,1,Volkswagen,Electric,Manual,Hatchback,Like New,6104.32
2021,42755.0,3000,253,2,4,5,1,0,1,Nissan,Diesel,Manual,Sedan,Fair,8707.11
2007,196502.0,1800,151,2,2,5,1,0,1,Honda,Petrol,Automatic,Van,Good,1819.85
2019,69437.0,2500,236,1,4,5,0,3,0,Honda,Electric,Manual,Truck,Good,8054.03
2008,206252.0,1200,88,3,3,5,0,0,1,Hyundai,Diesel,Manual,Coupe,Good,1857.65
2020,54980.0,1500,128,2,4,5,0,1,1,Honda,Hybrid,Automatic,SUV,Like New,10205.81
2018,77243.0,1500,141,3,2,6,0,0,0,Hyundai,Petrol,Automatic,Sedan,Like New,8254.5
2021,23809.0,3500,281,3,4,7,1,1,1,Audi,Electric,Manual,Van,Like New,35526.39
2013,149059.0,1800,160,1,4,5,1,0,1,Ford,Petrol,Manual,Hatchback,Poor,3012.65
2011,139133.0,1000,60,3,4,4,1,0,1,Volkswagen,Diesel,Manual,Truck,Good,3354.58
2018,84466.0,1600,159,3,2,5,1,0,1,Ford,Petrol,Manual,SUV,Good,2987.73
2016,81013.0,1000,98,3,4,5,1,1,1,Audi,Diesel,Automatic,SUV,New,13068.25
2021,48758.0,1500,114,2,3,4,0,1,1,Mercedes,Petrol,Manual,Sedan,Poor,2681.73
2013,143908.0,1600,145,2,4,2,1,2,0,Volkswagen,Diesel,Automatic,Hatchback,Fair,3747.72
2016,114050.0,1500,144,1,3,7,1,0,1,Toyota,Petrol,Automatic,Coupe,Like New,6948.4
2016,120934.0,1000,64,4,4,6,1,1,1,Toyota,Petrol,Automatic,SUV,Good,3029.34
2012,171714.0,1200,91,2,3,5,1,3,1,Audi,Diesel,Automatic,Hatchback,Good,4722.84
2014,107849.0,1800,170,2,5,5,1,0,1,Kia,Petrol,Automatic,Sedan,Like New,5873.42
2016,107127.0,2000,167,1,4,5,1,0,1,Mercedes,Petrol,Manual,Truck,Good,10334.12
2009,222164.0,1600,139,2,3,2,0,1,1,Nissan,Petrol,Manual,Van,Fair,500.0
2005,241787.0,2000,167,1,2,5,1,0,0,Toyota,Hybrid,Automatic,Truck,Like New,6184.14
2013,131530.0,1500,138,4,4,5,1,0,1,Ford,Diesel,Automatic,Sedan,Like New,4876.53
2019,70804.0,1200,107,4,5,8,1,0,1,Nissan,Petrol,Manual,Coupe,Good,6878.45
2006,222245.0,2500,209,1,3,6,0,2,1,Nissan,Petrol,Automatic,Truck,Good,500.0
2008,186353.0,1500,93,2,4,5,0,0,0,Audi,Petrol,Manual,Sedan,Good,2758.04
2008,217037.0,1600,142,2,4,5,0,0,1,Nissan,Diesel,Automatic,Truck,Like New,4603.65
2007,224765.0,3000,260,3,4,5,1,0,1,Ford,Diesel,Automatic,Sedan,Fair,4002.93
2020,39982.0,1600,114,3,5,5,1,2,1,Mercedes,Diesel,Automatic,Truck,Good,11598.77
2012,154601.0,1000,65,5,5,7,1,0,1,Honda,Petrol,Automatic,Coupe,Like New,5420.91
2011,159503.0,3000,257,1,2,5,1,0,1,Mercedes,Petrol,Manual,Sedan,Like New,11429.65
2016,83976.0,1000,86,1,4,5,1,3,1,Kia,Diesel,Manual,Coupe,Poor,763.34
2016,86778.0,2000,137,2,2,5,1,0,1,Mercedes,Diesel,Automatic,Coupe,Good,9813.66
2008,185011.0,1500,112,3,4,4,0,1,1,Mercedes,Petrol,Manual,Van,Good,2861.89
2019,71124.0,1600,138,1,4,5,1,0,0,BMW,Diesel,Manual,SUV,Like New,15080.37
2010,173131.0,1800,160,1,4,7,0,0,0,BMW,Petrol,Automatic,Sedan,Good,4318.03
2007,201612.0,1600,124,3,4,5,0,2,0,Mercedes,Diesel,Manual,Coupe,Like New,4811.05
2011,162122.0,2000,164,3,5,6,0,3,1,Honda,Diesel,Manual,Van,Like New,4145.12
2010,191213.0,3000,236,1,4,5,0,0,1,Hyundai,Hybrid,Automatic,SUV,Good,4050.87
2005,245350.0,1200,119,4,4,5,1,2,0,Honda,Diesel,Automatic,SUV,Fair,500.0
2012,171028.0,2500,210,1,4,5,0,2,1,Audi,Petrol,Manual,Coupe,New,10257.21
2005,236575.0,1200,89,1,2,5,1,0,1,Hyundai,Diesel,Automatic,Van,Good,5838.36
2020,84038.0,1200,82,1,4,5,1,2,0,Mercedes,Diesel,Automatic,Hatchback,Good,9267.42
2007,221221.0,3500,272,4,4,5,1,0,1,Ford,Diesel,Automatic,Sedan,Good,3628.91
2006,220666.0,1600,160,2,4,4,0,2,1,Nissan,Diesel,Automatic,Sedan,Fair,1197.0
2010,181394.0,1500,122,1,5,5,1,0,1,Audi,Petrol,Manual,Hatchback,Good,5155.28
2012,137279.0,1800,144,1,4,5,1,0,1,Volkswagen,Diesel,Automatic,Sedan,Like New,7233.64
2011,163407.0,1500,121,3,5,5,0,1,1,Ford,Hybrid,Manual,Van,Good,4653.55
2011,174450.0,1600,123,2,4,6,1,2,0,Toyota,Diesel,Manual,Coupe,Good,500.0
2023,33175.0,1800,148,5,2,7,0,0,1,Toyota,Petrol,Automatic,SUV,Poor,6866.95
2022,29848.0,2500,208,3,4,5,1,0,1,Nissan,Petrol,Automatic,SUV,Like New,14537.51
2007,257008.0,1000,83,1,4,5,1,1,0,Volkswagen,Petrol,Automatic,Hatchback,Good,2830.6
2015,117417.0,1500,106,3,4,7,0,0,1,Nissan,Diesel,Manual,Coupe,Good,4635.37
2015,94824.0,1200,113,1,3,5,1,0,1,Kia,Diesel,Automatic,Coupe,Good,4290.68
2007,234199.0,1200,91,5,4,6,0,0,0,Kia,Petrol,Manual,SUV,Fair,1863.41
2005,249107.0,3000,240,1,3,5,1,0,1,Ford,Diesel,Automatic,Truck,Good,3036.85
2014,135475.0,3000,239,1,5,4,0,1,1,Hyundai,Petrol,Manual,Truck,Good,5000.73
2006,221026.0,2000,150,2,5,4,1,0,0,Nissan,Electric,Automatic,Van,Good,1768.48
2021,53900.0,1800,154,1,4,8,1,1,1,Mercedes,Petrol,Manual,Sedan,Fair,7813.12
2013,168285.0,2500,221,1,2,5,1,0,1,Mercedes,Electric,Automatic,Van,Poor,6610.41
2022,39024.0,1200,89,2,4,7,0,2,1,Hyundai,Diesel,Automatic,Sedan,Good,6685.25
2013,121949.0,1200,72,2,4,5,1,0,1,Volkswagen,Diesel,Manual,Van,Fair,3634.03
2015,68200.0,1500,109,2,5,4,1,0,1,Audi,Petrol,Manual,Sedan,New,12084.18
2021,53768.0,2500,201,4,2,5,1,0,0,Mercedes,Diesel,Automatic,Coupe,Fair,13462.6
2018,69211.0,1600,114,2,4,5,1,0,1,Nissan,Petrol,Automatic,SUV,Fair,2486.52
2022,34504.0,1800,141,4,4,4,1,0,1,Kia,Petrol,Automatic,Coupe,Like New,8632.89
2022,23864.0,1500,116,1,4,7,0,0,1,Toyota,Petrol,Manual,Hatchback,Good,7430.03
2016,94786.0,1800,149,1,3,7,1,0,0,Mercedes,Petrol,Automatic,SUV,Fair,6871.24
2022,24521.0,2500,186,2,4,5,1,2,1,Nissan,Diesel,Automatic,Van,Good,9796.39
2012,145877.0,1500,133,1,4,6,0,0,0,Ford,Petrol,Manual,SUV,Fair,2625.71
2012,167644.0,1800,174,1,5,5,0,0,0,Nissan,Diesel,Manual,SUV,Fair,1407.96
2012,164605.0,1500,146,4,5,8,0,2,0,Honda,Petrol,Automatic,SUV,Good,3260.45
2019,53880.0,2000,157,2,4,4,0,1,1,Ford,Petrol,Automatic,Sedan,Poor,6568.99
2012,139924.0,1600,143,1,4,5,1,0,1,Nissan,Diesel,Manual,SUV,Poor,500.0
2018,89687.0,1500,133,3,4,5,1,0,1,Audi,Petrol,Automatic,Coupe,New,15549.95
2017,111788.0,1600,132,1,5,5,1,0,1,Audi,Electric,Manual,SUV,Like New,13715.74
2012,171557.0,1200,102,2,4,4,0,0,1,Honda,Petrol,Automatic,Hatchback,Good,1769.16
2021,32956.0,2500,218,1,4,5,0,2,0,Audi,Petrol,Manual,Truck,Good,13042.8
2023,38840.0,3500,304,1,5,7,1,0,1,Ford,Diesel,Manual,Coupe,Fair,7094.69
2010,153356.0,1600,121,1,2,5,1,2,1,Ford,Diesel,Manual,Coupe,Like New,2080.87
2021,44957.0,1500,136,4,4,5,1,1,0,Mercedes,Diesel,Manual,Coupe,Good,14045.24
2008,211305.0,2000,191,1,4,5,0,0,1,BMW,Electric,Manual,Van,Poor,3239.89
2011,136818.0,1600,146,2,4,5,1,0,1,Toyota,Hybrid,Manual,Sedan,Fair,1089.15
2021,79393.0,1500,148,1,2,5,1,3,1,Toyota,Petrol,Automatic,Van,Poor,4100.12
2022,55900.0,1000,60,1,4,5,1,0,1,Mercedes,Petrol,Automatic,Hatchback,New,15311.14
2010,189705.0,2500,217,2,4,8,1,0,0,BMW,Petrol,Automatic,SUV,Like New,4988.55
2014,117525.0,2000,170,2,4,4,0,0,1,Volkswagen,Petrol,Automatic,Hatchback,Good,6129.18
2022,34978.0,2500,223,3,5,5,0,0,0,Honda,Petrol,Automatic,SUV,Fair,9785.53
2011,179856.0,1600,116,4,4,5,1,0,0,Volkswagen,Petrol,Manual,Sedan,Good,5008.78
2018,67160.0,2000,159,1,4,5,1,0,0,Hyundai,Petrol,Automatic,Truck,Like New,7850.69
2018,81293.0,1800,163,1,4,2,0,0,0,Nissan,Diesel,Manual,Sedan,Good,8360.69
2014,145656.0,1600,117,4,2,7,0,0,0,Audi,Diesel,Manual,Hatchback,Fair,4070.79
2013,121581.0,2500,211,5,4,5,1,0,0,Hyundai,Hybrid,Automatic,Sedan,New,7678.24
2014,136986.0,4000,333,2,4,7,0,0,1,Kia,Petrol,Manual,Van,Good,3365.73
2006,201678.0,2500,205,2,4,5,1,0,0,Volkswagen,Diesel,Automatic,Hatchback,Poor,4048.31
2007,201842.0,2000,175,1,4,5,1,0,1,Toyota,Diesel,Automatic,Hatchback,New,4391.35
2020,52431.0,2000,149,2,4,5,1,2,1,Kia,Diesel,Manual,Hatchback,Good,4801.0
2014,139703.0,2000,154,1,4,5,0,1,1,Kia,Hybrid,Manual,Van,Like New,5619.76
2015,109488.0,2500,206,5,4,4,1,1,1,Ford,Petrol,Automatic,Sedan,Like New,5741.38
2014,133883.0,1600,115,1,4,6,1,1,0,Kia,Diesel,Automatic,Truck,Fair,4300.36
2016,97692.0,1500,143,1,5,6,1,3,1,BMW,Petrol,Manual,SUV,New,12655.22
2018,76041.0,2000,154,2,4,5,0,3,1,Hyundai,Hybrid,Manual,Truck,Poor,1056.63
2013,162760.0,3000,261,1,4,7,0,1,0,Honda,Hybrid,Automatic,SUV,Poor,1082.23
2017,78747.0,1500,111,2,4,5,1,1,0,BMW,Petrol,Manual,Sedan,Good,10295.97
2010,191387.0,2000,177,5,4,5,1,0,0,Nissan,Petrol,Automatic,Hatchback,Good,1992.99
2015,119984.0,1500,100,2,4,5,0,0,1,Nissan,Petrol,Automatic,SUV,Poor,2461.39
2005,231367.0,3000,271,4,4,5,0,0,1,BMW,Electric,Manual,SUV,Good,8857.37
2019,53737.0,2000,183,1,4,5,0,1,1,Mercedes,Hybrid,Automatic,Sedan,Like New,20922.9
2011,150806.0,1800,141,1,4,5,1,0,1,Hyundai,Electric,Automatic,Coupe,Good,5841.75
2015,108920.0,2000,154,4,4,6,0,1,1,BMW,Petrol,Automatic,SUV,Good,7956.25
2021,45749.0,2500,215,1,4,5,1,0,1,Hyundai,Petrol,Manual,Sedan,Fair,8313.15
2009,201053.0,2500,185,3,4,4,1,0,0,Audi,Diesel,Automatic,Truck,Good,3053.05
2013,139496.0,3000,250,2,4,5,1,0,0,BMW,Hybrid,Manual,Coupe,Poor,2431.33
2020,56500.0,1200,87,2,2,6,0,1,1,Kia,Petrol,Automatic,Truck,Good,4665.9
2015,118740.0,1200,96,2,5,8,0,0,1,Kia,Petrol,Automatic,Hatchback,Good,500.0
2021,55152.0,2500,198,3,5,4,1,0,1,Volkswagen,Petrol,Automatic,Hatchback,Fair,6821.58
2010,189672.0,3000,238,4,4,6,0,1,1,Honda,Petrol,Manual,SUV,Like New,4092.47
2019,51196.0,1500,150,1,4,5,1,2,0,Toyota,Diesel,Manual,Truck,Good,5300.51
2007,211769.0,1000,95,2,4,2,1,0,0,Audi,Diesel,Manual,Coupe,New,5061.51
2013,162411.0,1500,102,1,4,5,1,0,1,Audi,Diesel,Automatic,Van,Good,5046.28
2016,88258.0,1600,120,3,4,2,1,1,1,BMW,Diesel,Automatic,Truck,Like New,12527.95
2023,25115.0,2000,179,1,4,6,0,1,0,BMW,Diesel,Automatic,Sedan,Fair,11399.97
2022,33437.0,1000,97,2,4,5,1,0,1,Nissan,Diesel,Automatic,Truck,Good,6145.85
2020,51500.0,1500,104,1,4,5,1,0,1,Ford,Petrol,Automatic,SUV,Good,9323.01
2012,179862.0,2500,218,1,4,4,1,2,1,Ford,Petrol,Manual,Van,New,7240.7
2023,24553.0,1500,128,3,5,7,1,3,1,Mercedes,Electric,Automatic,Truck,New,28846.98
2009,214667.0,2000,137,1,5,7,1,0,0,Mercedes,Hybrid,Automatic,Sedan,Like New,9220.48
2016,108084.0,1600,127,2,4,7,0,0,1,BMW,Diesel,Automatic,Coupe,Good,7603.09
2010,186904.0,2000,164,2,4,5,0,0,1,Mercedes,Petrol,Automatic,Hatchback,Fair,4976.69
2016,99342.0,1200,100,1,5,5,1,1,1,Ford,Petrol,Automatic,Sedan,Poor,1560.29
2019,63509.0,1500,105,1,4,4,1,0,1,Hyundai,Electric,Automatic,Sedan,Fair,5442.02
2014,138140.0,1600,121,4,4,4,0,0,1,Volkswagen,Diesel,Automatic,Van,Good,6275.03
2021,54415.0,2500,198,5,4,4,0,0,1,Hyundai,Petrol,Automatic,Hatchback,Fair,6020.15
2011,176970.0,1800,141,1,4,5,1,1,1,Kia,Petrol,Automatic,Truck,Good,3374.84
2011,173650.0,1000,75,1,4,5,1,0,1,Volkswagen,Petrol,Automatic,SUV,Poor,500.0
2015,99954.0,2500,206,1,4,5,0,0,1,Kia,Petrol,Automatic,Coupe,Good,5791.46
2006,215904.0,1200,104,3,4,5,0,1,1,Nissan,Electric,Manual,Van,New,3128.67
2006,240749.0,3000,276,2,5,7,1,1,1,Mercedes,Electric,Automatic,Truck,Good,6932.13
2018,54623.0,1500,138,1,4,7,1,2,1,Hyundai,Petrol,Automatic,Hatchback,Like New,6986.1
2022,40389.0,1600,153,1,4,5,1,0,1,Hyundai,Petrol,Automatic,SUV,Like New,10868.04
2020,58322.0,1200,92,3,2,6,1,1,1,Audi,Diesel,Automatic,Coupe,Good,9804.56
2015,132744.0,1800,134,2,5,2,1,2,0,Mercedes,Diesel,Automatic,SUV,Good,7082.52
2013,150249.0,1600,145,3,4,2,1,2,1,BMW,Petrol,Automatic,Hatchback,Good,6502.78
2011,158040.0,1600,133,1,4,5,1,0,1,Honda,Electric,Manual,SUV,Good,4884.43
2008,193360.0,1000,94,3,4,5,0,0,1,BMW,Hybrid,Automatic,Coupe,Like New,6778.61
2020,52158.0,2500,195,2,2,6,1,2,1,Honda,Petrol,Automatic,Truck,Like New,14425.75
2018,92701.0,2500,218,2,4,5,1,0,1,Kia,Diesel,Automatic,Hatchback,Good,9423.39
2015,85467.0,1800,147,2,4,7,1,1,0,Nissan,Diesel,Automatic,Van,Like New,6155.82
2012,158361.0,1800,143,2,4,6,0,2,1,Hyundai,Petrol,Automatic,SUV,Good,1455.41
2015,106754.0,2000,161,2,4,4,1,1,1,Hyundai,Petrol,Manual,Hatchback,Like New,6586.46
2021,50863.0,1200,107,1,4,5,0,1,1,Toyota,Diesel,Manual,Van,Fair,6836.35
2023,29167.0,3000,261,5,5,8,1,0,1,Ford,Diesel,Manual,Van,New,22534.67
2014,107065.0,1500,119,4,4,5,0,0,1,Honda,Petrol,Automatic,Coupe,Fair,4932.79
2016,104597.0,2000,171,2,4,5,1,1,0,BMW,Diesel,Manual,Coupe,Good,8399.92
2005,242334.0,1800,155,1,4,5,1,1,0,Audi,Diesel,Automatic,Truck,New,7127.74
2006,229319.0,1800,161,1,4,5,0,0,1,Volkswagen,Diesel,Automatic,Van,Fair,5487.69
2022,34167.0,2500,223,4,4,5,0,0,1,Toyota,Electric,Manual,Van,Good,14048.53
2011,149687.0,1500,152,4,4,4,1,0,0,Kia,Diesel,Manual,Coupe,Fair,1645.54
2020,43971.0,2000,159,1,3,7,0,0,1,Nissan,Electric,Automatic,Truck,Good,8865.99
2017,75329.0,1800,171,3,4,7,1,0,1,Toyota,Diesel,Automatic,Sedan,Like New,12519.62
2008,212311.0,1200,101,2,3,6,0,0,1,Audi,Diesel,Manual,Truck,Good,1667.15
2014,130266.0,1600,116,1,4,7,1,0,0,Audi,Diesel,Automatic,SUV,Poor,2133.69
2013,143224.0,2500,198,2,4,4,1,1,1,Ford,Petrol,Automatic,Sedan,Fair,3956.95
2022,10418.0,1500,131,2,4,5,1,0,1,Honda,Electric,Automatic,Coupe,Fair,7629.33
2013,143496.0,1600,144,1,4,4,1,0,1,Volkswagen,Petrol,Automatic,Van,Like New,6366.46
2014,141505.0,1600,118,1,5,7,1,0,1,Hyundai,Petrol,Automatic,SUV,Fair,3824.94
2012,128372.0,1800,138,1,4,8,0,2,1,Ford,Petrol,Automatic,SUV,Good,3353.73
2015,111969.0,2500,200,4,4,5,0,0,1,Mercedes,Hybrid,Manual,SUV,Good,13093.7
2017,72445.0,1500,112,2,5,5,0,0,1,Nissan,Petrol,Manual,Coupe,Good,6341.24
2017,89696.0,1800,121,2,4,5,0,0,0,Audi,Diesel,Manual,Coupe,Like New,13040.48
2020,46485.0,1600,100,3,4,5,1,0,1,Volkswagen,Electric,Automatic,Van,Like New,15359.49
2017,101714.0,1500,119,5,4,5,1,0,1,Nissan,Diesel,Automatic,SUV,Good,4574.47
2016,110539.0,3000,253,1,4,6,0,0,0,Honda,Electric,Manual,Sedan,Good,9737.59
2019,91373.0,1000,93,1,4,5,0,2,1,BMW,Petrol,Manual,SUV,Fair,2797.98
2020,59189.0,1200,79,1,4,5,1,1,1,Nissan,Hybrid,Automatic,Coupe,Fair,3008.25
2012,161077.0,2000,146,4,4,5,1,1,0,Audi,Diesel,Automatic,Coupe,Good,6555.0
2010,171634.0,1500,117,2,4,4,0,0,1,Volkswagen,Electric,Automatic,Truck,Like New,5032.39
2012,139454.0,2000,166,3,4,5,1,0,1,Ford,Petrol,Manual,Hatchback,Like New,5988.2
2006,240521.0,2500,223,1,4,5,1,0,0,Honda,Petrol,Automatic,Sedan,Good,5424.01
2022,54649.0,1500,135,2,5,5,0,0,1,BMW,Petrol,Automatic,Truck,Fair,9719.03
2015,130585.0,1500,119,1,4,5,1,0,0,Honda,Diesel,Manual,Hatchback,Good,4323.12
2021,49968.0,1200,105,2,4,5,1,0,1,Nissan,Petrol,Automatic,Coupe,Good,6740.11
2014,117389.0,1500,112,1,4,7,1,0,1,Kia,Petrol,Manual,Hatchback,Good,5344.62
2006,245124.0,1500,126,2,2,6,1,0,1,Nissan,Petrol,Manual,Coupe,Like New,717.23
2023,32693.0,2500,207,3,5,5,1,0,0,Hyundai,Diesel,Manual,SUV,Good,9451.88
2006,258373.0,2000,187,4,2,5,1,0,1,Toyota,Diesel,Manual,Sedan,Good,3806.73
2010,162684.0,1000,90,1,4,7,0,2,0,Honda,Diesel,Automatic,Coupe,New,3673.81
2021,60938.0,2500,196,3,4,5,0,1,1,Nissan,Petrol,Automatic,Coupe,Good,8901.18
2016,116237.0,1200,88,4,4,5,1,0,1,Volkswagen,Hybrid,Automatic,Coupe,Fair,5777.33
2009,186870.0,2000,161,1,4,6,1,1,1,Nissan,Hybrid,Manual,Hatchback,Poor,3326.39
2006,248458.0,1500,101,2,4,2,1,3,1,Volkswagen,Petrol,Automatic,Coupe,Fair,691.99
2013,150035.0,1200,96,2,4,5,1,1,1,Hyundai,Diesel,Manual,SUV,Like New,3154.97
2006,213947.0,2000,164,1,5,5,0,1,1,Nissan,Diesel,Manual,Truck,Fair,1345.03
2018,82225.0,1600,140,1,5,7,0,0,1,Nissan,Petrol,Automatic,Truck,Like New,6993.69
2019,57767.0,1800,159,1,4,7,1,3,1,Kia,Diesel,Automatic,Truck,Good,4877.57
2006,220972.0,1600,134,2,4,5,1,0,0,Honda,Diesel,Manual,Van,Good,3445.58
2022,46557.0,1200,75,1,4,7,1,1,1,Toyota,Diesel,Automatic,Coupe,Like New,13132.81
2016,122839.0,2000,148,1,4,4,0,0,1,Hyundai,Petrol,Automatic,SUV,Fair,3646.55
2011,171318.0,2500,199,3,3,5,0,0,1,Nissan,Diesel,Automatic,Hatchback,Fair,676.19
2020,48749.0,1000,93,1,4,2,0,0,1,Ford,Petrol,Manual,Sedan,Fair,2622.45
2023,29724.0,1600,142,1,4,5,1,0,1,Toyota,Electric,Automatic,Hatchback,Poor,7467.66
2007,226851.0,1800,146,1,4,5,0,1,1,Toyota,Electric,Automatic,Van,Fair,4493.81
2019,42418.0,1800,185,5,5,2,1,2,1,Ford,Diesel,Automatic,Coupe,Good,5500.54
2019,73747.0,1800,173,1,4,5,1,0,1,Nissan,Petrol,Automatic,SUV,Like New,12631.4
2011,165147.0,2000,185,1,4,5,1,1,1,Kia,Petrol,Automatic,Sedan,Fair,3532.41
2012,170306.0,3500,302,1,4,4,1,1,1,Honda,Diesel,Manual,Coupe,Fair,606.46
2011,173785.0,1600,140,1,4,5,1,0,1,BMW,Electric,Automatic,SUV,Good,7748.11
2007,223265.0,1800,155,2,5,5,1,3,1,BMW,Petrol,Automatic,Hatchback,Fair,500.0
2023,16771.0,2000,139,5,4,5,0,0,0,Hyundai,Diesel,Automatic,SUV,Fair,4147.55
2023,24025.0,1800,134,2,4,6,1,2,0,Kia,Diesel,Manual,SUV,Fair,4648.13
2022,50155.0,1600,130,2,4,5,0,3,1,Honda,Petrol,Manual,Hatchback,Good,5510.23
2011,167027.0,1800,151,1,4,8,0,0,1,Toyota,Petrol,Automatic,Truck,Good,3001.09
2023,26620.0,2000,164,1,4,4,0,2,1,Hyundai,Diesel,Manual,Sedan,Fair,7859.61
2009,168961.0,1800,154,1,4,5,0,0,0,Ford,Hybrid,Manual,Van,Poor,618.86
2017,94972.0,1500,93,3,4,8,1,1,1,Hyundai,Diesel,Automatic,Hatchback,Good,4084.4
2006,197820.0,1800,157,2,4,5,1,0,1,Honda,Diesel,Automatic,Sedan,Good,3072.58
2022,28258.0,2500,209,1,4,5,1,1,1,Nissan,Diesel,Automatic,Coupe,Good,13212.29
2008,204953.0,2500,205,1,4,5,1,0,0,Kia,Diesel,Manual,Van,Good,4535.94
2008,215505.0,2000,180,1,3,6,1,0,0,Nissan,Diesel,Automatic,Coupe,Fair,2605.46
2012,141013.0,2000,150,3,4,5,1,0,1,Volkswagen,Petrol,Automatic,Truck,Like New,7082.03
2015,125605.0,1500,121,2,4,7,1,1,1,Mercedes,Diesel,Manual,Truck,Good,6716.36
2005,262027.0,1600,137,3,4,5,1,0,1,Audi,Petrol,Automatic,Van,Good,8060.21
2013,134389.0,1200,87,2,5,7,1,2,1,Hyundai,Electric,Automatic,Hatchback,Fair,1881.5
2010,156794.0,2500,178,1,4,5,0,0,0,Ford,Hybrid,Manual,Hatchback,Fair,5418.07
2008,208348.0,1500,107,5,4,5,0,2,0,Honda,Diesel,Automatic,Sedan,Like New,3117.31
2010,162120.0,2000,165,1,5,5,1,0,1,Kia,Petrol,Automatic,Van,Good,3507.7
2017,83715.0,2500,204,1,4,5,1,2,1,Toyota,Diesel,Automatic,Hatchback,Like New,10609.21
2013,157850.0,2500,208,3,5,5,1,2,1,Toyota,Hybrid,Manual,Truck,Good,5579.11
2018,112153.0,2000,156,1,4,5,1,0,1,Volkswagen,Hybrid,Automatic,Van,Like New,12721.32
2016,92990.0,1800,130,2,4,7,1,1,0,Hyundai,Hybrid,Automatic,Truck,Like New,8005.83
2008,192939.0,1800,152,4,4,6,1,0,1,Ford,Diesel,Manual,Truck,Like New,3714.08
2012,149402.0,1500,122,2,5,5,1,0,1,Audi,Hybrid,Automatic,Sedan,Good,7626.67
2021,39783.0,1500,134,1,4,5,1,0,1,Toyota,Petrol,Automatic,Hatchback,Fair,6979.37
2009,220999.0,1200,88,2,4,7,0,0,1,Mercedes,Petrol,Automatic,Hatchback,Like New,5346.87
2007,208041.0,1500,94,3,4,7,1,3,1,Toyota,Diesel,Automatic,Van,Fair,500.0
2008,198184.0,3000,210,2,4,5,1,0,1,Kia,Petrol,Manual,Sedan,Poor,500.0
2012,180243.0,1500,118,2,4,5,0,0,0,Toyota,Petrol,Manual,Sedan,Good,3465.1
2020,68650.0,2000,168,5,4,5,1,0,1,BMW,Diesel,Automatic,Van,Good,12365.57
2015,134788.0,1500,121,5,5,5,1,3,1,Honda,Diesel,Automatic,SUV,Fair,3579.73
2006,214408.0,3500,283,2,4,5,0,0,0,Nissan,Petrol,Automatic,Sedan,Fair,1286.09
2012,148047.0,1600,109,1,4,5,1,0,1,Audi,Petrol,Automatic,Hatchback,Like New,8726.45
2011,152404.0,1600,104,3,4,6,1,0,1,Ford,Electric,Manual,Hatchback,Fair,2011.72
2005,252019.0,1600,138,1,2,7,0,2,0,Hyundai,Petrol,Automatic,Truck,Like New,2600.6
2006,246379.0,2500,204,2,2,2,1,2,0,Kia,Electric,Automatic,Truck,Good,2322.32
2017,87003.0,1500,119,1,4,5,1,1,0,Honda,Diesel,Automatic,SUV,Good,7262.9
2015,114536.0,2500,185,3,4,5,1,0,1,Toyota,Diesel,Automatic,Van,Fair,5287.3
2007,211193.0,2000,152,1,5,5,1,1,1,Honda,Petrol,Automatic,Sedan,Like New,3476.76
2006,204792.0,1500,125,4,4,5,0,1,1,Volkswagen,Petrol,Automatic,Coupe,Good,2808.57
2020,49893.0,1200,104,1,5,5,1,1,1,Audi,Petrol,Manual,SUV,Fair,5070.43
2005,251599.0,2000,164,1,4,5,1,0,0,Volkswagen,Petrol,Manual,Sedan,Good,5405.8
2011,154869.0,1500,145,3,4,6,1,0,0,Toyota,Petrol,Automatic,Hatchback,Fair,2138.42
2007,217395.0,2500,199,2,4,5,0,0,1,Honda,Hybrid,Manual,SUV,Fair,2571.55
2020,40380.0,1200,119,2,5,4,1,1,1,BMW,Petrol,Manual,SUV,Like New,14123.81
2010,177840.0,1800,153,4,4,5,1,1,1,Volkswagen,Petrol,Automatic,Van,Fair,3316.72
2018,75550.0,2000,168,2,4,5,1,0,1,Audi,Diesel,Manual,Sedan,Good,12749.36
